"","name","description","page"
"775","olatipes_homolog_chrom_start","Medaka chromosome/scaffold start (bp)","homologs"
"776","olatipes_homolog_chrom_end","Medaka chromosome/scaffold end (bp)","homologs"
"777","olatipes_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"778","olatipes_homolog_subtype","Last common ancestor with Medaka","homologs"
"779","olatipes_homolog_orthology_type","Medaka homology type","homologs"
"780","olatipes_homolog_perc_id","%id. target Medaka gene identical to query gene","homologs"
"781","olatipes_homolog_perc_id_r1","%id. query gene identical to target Medaka gene","homologs"
"782","olatipes_homolog_goc_score","Medaka Gene-order conservation score","homologs"
"783","olatipes_homolog_wga_coverage","Medaka Whole-genome alignment coverage","homologs"
"784","olatipes_homolog_dn","dN with Medaka","homologs"
"785","olatipes_homolog_ds","dS with Medaka","homologs"
"786","olatipes_homolog_orthology_confidence","Medaka orthology confidence [0 low, 1 high]","homologs"
"787","pvampyrus_homolog_ensembl_gene","Megabat gene stable ID","homologs"
"788","pvampyrus_homolog_associated_gene_name","Megabat associated gene name","homologs"
"789","pvampyrus_homolog_ensembl_peptide","Megabat protein or transcript stable ID","homologs"
"790","pvampyrus_homolog_chromosome","Megabat chromosome/scaffold name","homologs"
"791","pvampyrus_homolog_chrom_start","Megabat chromosome/scaffold start (bp)","homologs"
"792","pvampyrus_homolog_chrom_end","Megabat chromosome/scaffold end (bp)","homologs"
"793","pvampyrus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"794","pvampyrus_homolog_subtype","Last common ancestor with Megabat","homologs"
"795","pvampyrus_homolog_orthology_type","Megabat homology type","homologs"
"796","pvampyrus_homolog_perc_id","%id. target Megabat gene identical to query gene","homologs"
"797","pvampyrus_homolog_perc_id_r1","%id. query gene identical to target Megabat gene","homologs"
"798","pvampyrus_homolog_goc_score","Megabat Gene-order conservation score","homologs"
"799","pvampyrus_homolog_wga_coverage","Megabat Whole-genome alignment coverage","homologs"
"800","pvampyrus_homolog_dn","dN with Megabat","homologs"
"801","pvampyrus_homolog_ds","dS with Megabat","homologs"
"802","pvampyrus_homolog_orthology_confidence","Megabat orthology confidence [0 low, 1 high]","homologs"
"803","mlucifugus_homolog_ensembl_gene","Microbat gene stable ID","homologs"
"804","mlucifugus_homolog_associated_gene_name","Microbat associated gene name","homologs"
"805","mlucifugus_homolog_ensembl_peptide","Microbat protein or transcript stable ID","homologs"
"806","mlucifugus_homolog_chromosome","Microbat chromosome/scaffold name","homologs"
"807","mlucifugus_homolog_chrom_start","Microbat chromosome/scaffold start (bp)","homologs"
"808","mlucifugus_homolog_chrom_end","Microbat chromosome/scaffold end (bp)","homologs"
"809","mlucifugus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"810","mlucifugus_homolog_subtype","Last common ancestor with Microbat","homologs"
"811","mlucifugus_homolog_orthology_type","Microbat homology type","homologs"
"812","mlucifugus_homolog_perc_id","%id. target Microbat gene identical to query gene","homologs"
"813","mlucifugus_homolog_perc_id_r1","%id. query gene identical to target Microbat gene","homologs"
"814","mlucifugus_homolog_goc_score","Microbat Gene-order conservation score","homologs"
"815","mlucifugus_homolog_wga_coverage","Microbat Whole-genome alignment coverage","homologs"
"816","mlucifugus_homolog_dn","dN with Microbat","homologs"
"817","mlucifugus_homolog_ds","dS with Microbat","homologs"
"818","mlucifugus_homolog_orthology_confidence","Microbat orthology confidence [0 low, 1 high]","homologs"
"819","mmusculus_homolog_ensembl_gene","Mouse gene stable ID","homologs"
"820","mmusculus_homolog_associated_gene_name","Mouse associated gene name","homologs"
"821","mmusculus_homolog_ensembl_peptide","Mouse protein or transcript stable ID","homologs"
"822","mmusculus_homolog_chromosome","Mouse chromosome/scaffold name","homologs"
"823","mmusculus_homolog_chrom_start","Mouse chromosome/scaffold start (bp)","homologs"
"824","mmusculus_homolog_chrom_end","Mouse chromosome/scaffold end (bp)","homologs"
"825","mmusculus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"826","mmusculus_homolog_subtype","Last common ancestor with Mouse","homologs"
"827","mmusculus_homolog_orthology_type","Mouse homology type","homologs"
"828","mmusculus_homolog_perc_id","%id. target Mouse gene identical to query gene","homologs"
"829","mmusculus_homolog_perc_id_r1","%id. query gene identical to target Mouse gene","homologs"
"830","mmusculus_homolog_goc_score","Mouse Gene-order conservation score","homologs"
"831","mmusculus_homolog_wga_coverage","Mouse Whole-genome alignment coverage","homologs"
"832","mmusculus_homolog_dn","dN with Mouse","homologs"
"833","mmusculus_homolog_ds","dS with Mouse","homologs"
"834","mmusculus_homolog_orthology_confidence","Mouse orthology confidence [0 low, 1 high]","homologs"
"835","mmurinus_homolog_ensembl_gene","Mouse Lemur gene stable ID","homologs"
"836","mmurinus_homolog_associated_gene_name","Mouse Lemur associated gene name","homologs"
"837","mmurinus_homolog_ensembl_peptide","Mouse Lemur protein or transcript stable ID","homologs"
"838","mmurinus_homolog_chromosome","Mouse Lemur chromosome/scaffold name","homologs"
"839","mmurinus_homolog_chrom_start","Mouse Lemur chromosome/scaffold start (bp)","homologs"
"840","mmurinus_homolog_chrom_end","Mouse Lemur chromosome/scaffold end (bp)","homologs"
"841","mmurinus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"842","mmurinus_homolog_subtype","Last common ancestor with Mouse Lemur","homologs"
"843","mmurinus_homolog_orthology_type","Mouse Lemur homology type","homologs"
"844","mmurinus_homolog_perc_id","%id. target Mouse Lemur gene identical to query gene","homologs"
"845","mmurinus_homolog_perc_id_r1","%id. query gene identical to target Mouse Lemur gene","homologs"
"846","mmurinus_homolog_goc_score","Mouse Lemur Gene-order conservation score","homologs"
"847","mmurinus_homolog_wga_coverage","Mouse Lemur Whole-genome alignment coverage","homologs"
"848","mmurinus_homolog_dn","dN with Mouse Lemur","homologs"
"849","mmurinus_homolog_ds","dS with Mouse Lemur","homologs"
"850","mmurinus_homolog_orthology_confidence","Mouse Lemur orthology confidence [0 low, 1 high]","homologs"
"851","mdomestica_homolog_ensembl_gene","Opossum gene stable ID","homologs"
"852","mdomestica_homolog_associated_gene_name","Opossum associated gene name","homologs"
"853","mdomestica_homolog_ensembl_peptide","Opossum protein or transcript stable ID","homologs"
"854","mdomestica_homolog_chromosome","Opossum chromosome/scaffold name","homologs"
"855","mdomestica_homolog_chrom_start","Opossum chromosome/scaffold start (bp)","homologs"
"856","mdomestica_homolog_chrom_end","Opossum chromosome/scaffold end (bp)","homologs"
"857","mdomestica_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"858","mdomestica_homolog_subtype","Last common ancestor with Opossum","homologs"
"859","mdomestica_homolog_orthology_type","Opossum homology type","homologs"
"860","mdomestica_homolog_perc_id","%id. target Opossum gene identical to query gene","homologs"
"861","mdomestica_homolog_perc_id_r1","%id. query gene identical to target Opossum gene","homologs"
"862","mdomestica_homolog_goc_score","Opossum Gene-order conservation score","homologs"
"863","mdomestica_homolog_wga_coverage","Opossum Whole-genome alignment coverage","homologs"
"864","mdomestica_homolog_dn","dN with Opossum","homologs"
"865","mdomestica_homolog_ds","dS with Opossum","homologs"
"866","mdomestica_homolog_orthology_confidence","Opossum orthology confidence [0 low, 1 high]","homologs"
"867","pabelii_homolog_ensembl_gene","Orangutan gene stable ID","homologs"
"868","pabelii_homolog_associated_gene_name","Orangutan associated gene name","homologs"
"869","pabelii_homolog_ensembl_peptide","Orangutan protein or transcript stable ID","homologs"
"870","pabelii_homolog_chromosome","Orangutan chromosome/scaffold name","homologs"
"871","pabelii_homolog_chrom_start","Orangutan chromosome/scaffold start (bp)","homologs"
"872","pabelii_homolog_chrom_end","Orangutan chromosome/scaffold end (bp)","homologs"
"873","pabelii_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"874","pabelii_homolog_subtype","Last common ancestor with Orangutan","homologs"
"875","pabelii_homolog_orthology_type","Orangutan homology type","homologs"
"876","pabelii_homolog_perc_id","%id. target Orangutan gene identical to query gene","homologs"
"877","pabelii_homolog_perc_id_r1","%id. query gene identical to target Orangutan gene","homologs"
"878","pabelii_homolog_goc_score","Orangutan Gene-order conservation score","homologs"
"879","pabelii_homolog_wga_coverage","Orangutan Whole-genome alignment coverage","homologs"
"880","pabelii_homolog_dn","dN with Orangutan","homologs"
"881","pabelii_homolog_ds","dS with Orangutan","homologs"
"882","pabelii_homolog_orthology_confidence","Orangutan orthology confidence [0 low, 1 high]","homologs"
"883","amelanoleuca_homolog_ensembl_gene","Panda gene stable ID","homologs"
"884","amelanoleuca_homolog_associated_gene_name","Panda associated gene name","homologs"
"885","amelanoleuca_homolog_ensembl_peptide","Panda protein or transcript stable ID","homologs"
"886","amelanoleuca_homolog_chromosome","Panda chromosome/scaffold name","homologs"
"887","amelanoleuca_homolog_chrom_start","Panda chromosome/scaffold start (bp)","homologs"
"888","amelanoleuca_homolog_chrom_end","Panda chromosome/scaffold end (bp)","homologs"
"889","amelanoleuca_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"890","amelanoleuca_homolog_subtype","Last common ancestor with Panda","homologs"
"891","amelanoleuca_homolog_orthology_type","Panda homology type","homologs"
"892","amelanoleuca_homolog_perc_id","%id. target Panda gene identical to query gene","homologs"
"893","amelanoleuca_homolog_perc_id_r1","%id. query gene identical to target Panda gene","homologs"
"894","amelanoleuca_homolog_goc_score","Panda Gene-order conservation score","homologs"
"895","amelanoleuca_homolog_wga_coverage","Panda Whole-genome alignment coverage","homologs"
"896","amelanoleuca_homolog_dn","dN with Panda","homologs"
"897","amelanoleuca_homolog_ds","dS with Panda","homologs"
"898","amelanoleuca_homolog_orthology_confidence","Panda orthology confidence [0 low, 1 high]","homologs"
"899","sscrofa_homolog_ensembl_gene","Pig gene stable ID","homologs"
"900","sscrofa_homolog_associated_gene_name","Pig associated gene name","homologs"
"901","sscrofa_homolog_ensembl_peptide","Pig protein or transcript stable ID","homologs"
"902","sscrofa_homolog_chromosome","Pig chromosome/scaffold name","homologs"
"903","sscrofa_homolog_chrom_start","Pig chromosome/scaffold start (bp)","homologs"
"904","sscrofa_homolog_chrom_end","Pig chromosome/scaffold end (bp)","homologs"
"905","sscrofa_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"906","sscrofa_homolog_subtype","Last common ancestor with Pig","homologs"
"907","sscrofa_homolog_orthology_type","Pig homology type","homologs"
"908","sscrofa_homolog_perc_id","%id. target Pig gene identical to query gene","homologs"
"909","sscrofa_homolog_perc_id_r1","%id. query gene identical to target Pig gene","homologs"
"910","sscrofa_homolog_goc_score","Pig Gene-order conservation score","homologs"
"911","sscrofa_homolog_wga_coverage","Pig Whole-genome alignment coverage","homologs"
"912","sscrofa_homolog_dn","dN with Pig","homologs"
"913","sscrofa_homolog_ds","dS with Pig","homologs"
"914","sscrofa_homolog_orthology_confidence","Pig orthology confidence [0 low, 1 high]","homologs"
"915","oprinceps_homolog_ensembl_gene","Pika gene stable ID","homologs"
"916","oprinceps_homolog_associated_gene_name","Pika associated gene name","homologs"
"917","oprinceps_homolog_ensembl_peptide","Pika protein or transcript stable ID","homologs"
"918","oprinceps_homolog_chromosome","Pika chromosome/scaffold name","homologs"
"919","oprinceps_homolog_chrom_start","Pika chromosome/scaffold start (bp)","homologs"
"920","oprinceps_homolog_chrom_end","Pika chromosome/scaffold end (bp)","homologs"
"921","oprinceps_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"922","oprinceps_homolog_subtype","Last common ancestor with Pika","homologs"
"923","oprinceps_homolog_orthology_type","Pika homology type","homologs"
"924","oprinceps_homolog_perc_id","%id. target Pika gene identical to query gene","homologs"
"925","oprinceps_homolog_perc_id_r1","%id. query gene identical to target Pika gene","homologs"
"926","oprinceps_homolog_goc_score","Pika Gene-order conservation score","homologs"
"927","oprinceps_homolog_wga_coverage","Pika Whole-genome alignment coverage","homologs"
"928","oprinceps_homolog_dn","dN with Pika","homologs"
"929","oprinceps_homolog_ds","dS with Pika","homologs"
"930","oprinceps_homolog_orthology_confidence","Pika orthology confidence [0 low, 1 high]","homologs"
"931","xmaculatus_homolog_ensembl_gene","Platyfish gene stable ID","homologs"
"932","xmaculatus_homolog_associated_gene_name","Platyfish associated gene name","homologs"
"933","xmaculatus_homolog_ensembl_peptide","Platyfish protein or transcript stable ID","homologs"
"934","xmaculatus_homolog_chromosome","Platyfish chromosome/scaffold name","homologs"
"935","xmaculatus_homolog_chrom_start","Platyfish chromosome/scaffold start (bp)","homologs"
"936","xmaculatus_homolog_chrom_end","Platyfish chromosome/scaffold end (bp)","homologs"
"937","xmaculatus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"938","xmaculatus_homolog_subtype","Last common ancestor with Platyfish","homologs"
"939","xmaculatus_homolog_orthology_type","Platyfish homology type","homologs"
"940","xmaculatus_homolog_perc_id","%id. target Platyfish gene identical to query gene","homologs"
"941","xmaculatus_homolog_perc_id_r1","%id. query gene identical to target Platyfish gene","homologs"
"942","xmaculatus_homolog_goc_score","Platyfish Gene-order conservation score","homologs"
"943","xmaculatus_homolog_wga_coverage","Platyfish Whole-genome alignment coverage","homologs"
"944","xmaculatus_homolog_dn","dN with Platyfish","homologs"
"945","xmaculatus_homolog_ds","dS with Platyfish","homologs"
"946","xmaculatus_homolog_orthology_confidence","Platyfish orthology confidence [0 low, 1 high]","homologs"
"947","oanatinus_homolog_ensembl_gene","Platypus gene stable ID","homologs"
"948","oanatinus_homolog_associated_gene_name","Platypus associated gene name","homologs"
"949","oanatinus_homolog_ensembl_peptide","Platypus protein or transcript stable ID","homologs"
"950","oanatinus_homolog_chromosome","Platypus chromosome/scaffold name","homologs"
"951","oanatinus_homolog_chrom_start","Platypus chromosome/scaffold start (bp)","homologs"
"952","oanatinus_homolog_chrom_end","Platypus chromosome/scaffold end (bp)","homologs"
"953","oanatinus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"954","oanatinus_homolog_subtype","Last common ancestor with Platypus","homologs"
"955","oanatinus_homolog_orthology_type","Platypus homology type","homologs"
"956","oanatinus_homolog_perc_id","%id. target Platypus gene identical to query gene","homologs"
"957","oanatinus_homolog_perc_id_r1","%id. query gene identical to target Platypus gene","homologs"
"958","oanatinus_homolog_goc_score","Platypus Gene-order conservation score","homologs"
"959","oanatinus_homolog_wga_coverage","Platypus Whole-genome alignment coverage","homologs"
"960","oanatinus_homolog_dn","dN with Platypus","homologs"
"961","oanatinus_homolog_ds","dS with Platypus","homologs"
"962","oanatinus_homolog_orthology_confidence","Platypus orthology confidence [0 low, 1 high]","homologs"
"963","ocuniculus_homolog_ensembl_gene","Rabbit gene stable ID","homologs"
"964","ocuniculus_homolog_associated_gene_name","Rabbit associated gene name","homologs"
"965","ocuniculus_homolog_ensembl_peptide","Rabbit protein or transcript stable ID","homologs"
"966","ocuniculus_homolog_chromosome","Rabbit chromosome/scaffold name","homologs"
"967","ocuniculus_homolog_chrom_start","Rabbit chromosome/scaffold start (bp)","homologs"
"968","ocuniculus_homolog_chrom_end","Rabbit chromosome/scaffold end (bp)","homologs"
"969","ocuniculus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"970","ocuniculus_homolog_subtype","Last common ancestor with Rabbit","homologs"
"971","ocuniculus_homolog_orthology_type","Rabbit homology type","homologs"
"972","ocuniculus_homolog_perc_id","%id. target Rabbit gene identical to query gene","homologs"
"973","ocuniculus_homolog_perc_id_r1","%id. query gene identical to target Rabbit gene","homologs"
"974","ocuniculus_homolog_goc_score","Rabbit Gene-order conservation score","homologs"
"975","ocuniculus_homolog_wga_coverage","Rabbit Whole-genome alignment coverage","homologs"
"976","ocuniculus_homolog_dn","dN with Rabbit","homologs"
"977","ocuniculus_homolog_ds","dS with Rabbit","homologs"
"978","ocuniculus_homolog_orthology_confidence","Rabbit orthology confidence [0 low, 1 high]","homologs"
"979","rnorvegicus_homolog_ensembl_gene","Rat gene stable ID","homologs"
"980","rnorvegicus_homolog_associated_gene_name","Rat associated gene name","homologs"
"981","rnorvegicus_homolog_ensembl_peptide","Rat protein or transcript stable ID","homologs"
"982","rnorvegicus_homolog_chromosome","Rat chromosome/scaffold name","homologs"
"983","rnorvegicus_homolog_chrom_start","Rat chromosome/scaffold start (bp)","homologs"
"984","rnorvegicus_homolog_chrom_end","Rat chromosome/scaffold end (bp)","homologs"
"985","rnorvegicus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"986","rnorvegicus_homolog_subtype","Last common ancestor with Rat","homologs"
"987","rnorvegicus_homolog_orthology_type","Rat homology type","homologs"
"988","rnorvegicus_homolog_perc_id","%id. target Rat gene identical to query gene","homologs"
"989","rnorvegicus_homolog_perc_id_r1","%id. query gene identical to target Rat gene","homologs"
"990","rnorvegicus_homolog_goc_score","Rat Gene-order conservation score","homologs"
"991","rnorvegicus_homolog_wga_coverage","Rat Whole-genome alignment coverage","homologs"
"992","rnorvegicus_homolog_dn","dN with Rat","homologs"
"993","rnorvegicus_homolog_ds","dS with Rat","homologs"
"994","rnorvegicus_homolog_orthology_confidence","Rat orthology confidence [0 low, 1 high]","homologs"
"995","scerevisiae_homolog_ensembl_gene","Saccharomyces cerevisiae gene stable ID","homologs"
"996","scerevisiae_homolog_associated_gene_name","Saccharomyces cerevisiae associated gene name","homologs"
"997","scerevisiae_homolog_ensembl_peptide","Saccharomyces cerevisiae protein or transcript stable ID","homologs"
"998","scerevisiae_homolog_chromosome","Saccharomyces cerevisiae chromosome/scaffold name","homologs"
"999","scerevisiae_homolog_chrom_start","Saccharomyces cerevisiae chromosome/scaffold start (bp)","homologs"
"1000","scerevisiae_homolog_chrom_end","Saccharomyces cerevisiae chromosome/scaffold end (bp)","homologs"
"1001","scerevisiae_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1002","scerevisiae_homolog_subtype","Last common ancestor with Saccharomyces cerevisiae","homologs"
"1003","scerevisiae_homolog_orthology_type","Saccharomyces cerevisiae homology type","homologs"
"1004","scerevisiae_homolog_perc_id","%id. target Saccharomyces cerevisiae gene identical to query gene","homologs"
"1005","scerevisiae_homolog_perc_id_r1","%id. query gene identical to target Saccharomyces cerevisiae gene","homologs"
"1006","scerevisiae_homolog_goc_score","Saccharomyces cerevisiae Gene-order conservation score","homologs"
"1007","scerevisiae_homolog_wga_coverage","Saccharomyces cerevisiae Whole-genome alignment coverage","homologs"
"1008","scerevisiae_homolog_dn","dN with Saccharomyces cerevisiae","homologs"
"1009","scerevisiae_homolog_ds","dS with Saccharomyces cerevisiae","homologs"
"1010","scerevisiae_homolog_orthology_confidence","Saccharomyces cerevisiae orthology confidence [0 low, 1 high]","homologs"
"1011","oaries_homolog_ensembl_gene","Sheep gene stable ID","homologs"
"1012","oaries_homolog_associated_gene_name","Sheep associated gene name","homologs"
"1013","oaries_homolog_ensembl_peptide","Sheep protein or transcript stable ID","homologs"
"1014","oaries_homolog_chromosome","Sheep chromosome/scaffold name","homologs"
"1015","oaries_homolog_chrom_start","Sheep chromosome/scaffold start (bp)","homologs"
"1016","oaries_homolog_chrom_end","Sheep chromosome/scaffold end (bp)","homologs"
"1017","oaries_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1018","oaries_homolog_subtype","Last common ancestor with Sheep","homologs"
"1019","oaries_homolog_orthology_type","Sheep homology type","homologs"
"1020","oaries_homolog_perc_id","%id. target Sheep gene identical to query gene","homologs"
"1021","oaries_homolog_perc_id_r1","%id. query gene identical to target Sheep gene","homologs"
"1022","oaries_homolog_goc_score","Sheep Gene-order conservation score","homologs"
"1023","oaries_homolog_wga_coverage","Sheep Whole-genome alignment coverage","homologs"
"1024","oaries_homolog_dn","dN with Sheep","homologs"
"1025","oaries_homolog_ds","dS with Sheep","homologs"
"1026","oaries_homolog_orthology_confidence","Sheep orthology confidence [0 low, 1 high]","homologs"
"1027","saraneus_homolog_ensembl_gene","Shrew gene stable ID","homologs"
"1028","saraneus_homolog_associated_gene_name","Shrew associated gene name","homologs"
"1029","saraneus_homolog_ensembl_peptide","Shrew protein or transcript stable ID","homologs"
"1030","saraneus_homolog_chromosome","Shrew chromosome/scaffold name","homologs"
"1031","saraneus_homolog_chrom_start","Shrew chromosome/scaffold start (bp)","homologs"
"1032","saraneus_homolog_chrom_end","Shrew chromosome/scaffold end (bp)","homologs"
"1033","saraneus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1034","saraneus_homolog_subtype","Last common ancestor with Shrew","homologs"
"1035","saraneus_homolog_orthology_type","Shrew homology type","homologs"
"1036","saraneus_homolog_perc_id","%id. target Shrew gene identical to query gene","homologs"
"1037","saraneus_homolog_perc_id_r1","%id. query gene identical to target Shrew gene","homologs"
"1038","saraneus_homolog_goc_score","Shrew Gene-order conservation score","homologs"
"1039","saraneus_homolog_wga_coverage","Shrew Whole-genome alignment coverage","homologs"
"1040","saraneus_homolog_dn","dN with Shrew","homologs"
"1041","saraneus_homolog_ds","dS with Shrew","homologs"
"1042","saraneus_homolog_orthology_confidence","Shrew orthology confidence [0 low, 1 high]","homologs"
"1043","choffmanni_homolog_ensembl_gene","Sloth gene stable ID","homologs"
"1044","choffmanni_homolog_associated_gene_name","Sloth associated gene name","homologs"
"1045","choffmanni_homolog_ensembl_peptide","Sloth protein or transcript stable ID","homologs"
"1046","choffmanni_homolog_chromosome","Sloth chromosome/scaffold name","homologs"
"1047","choffmanni_homolog_chrom_start","Sloth chromosome/scaffold start (bp)","homologs"
"1048","choffmanni_homolog_chrom_end","Sloth chromosome/scaffold end (bp)","homologs"
"1049","choffmanni_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1050","choffmanni_homolog_subtype","Last common ancestor with Sloth","homologs"
"1051","choffmanni_homolog_orthology_type","Sloth homology type","homologs"
"1052","choffmanni_homolog_perc_id","%id. target Sloth gene identical to query gene","homologs"
"1053","choffmanni_homolog_perc_id_r1","%id. query gene identical to target Sloth gene","homologs"
"1054","choffmanni_homolog_goc_score","Sloth Gene-order conservation score","homologs"
"1055","choffmanni_homolog_wga_coverage","Sloth Whole-genome alignment coverage","homologs"
"1056","choffmanni_homolog_dn","dN with Sloth","homologs"
"1057","choffmanni_homolog_ds","dS with Sloth","homologs"
"1058","choffmanni_homolog_orthology_confidence","Sloth orthology confidence [0 low, 1 high]","homologs"
"1059","loculatus_homolog_ensembl_gene","Spotted gar gene stable ID","homologs"
"1060","loculatus_homolog_associated_gene_name","Spotted gar associated gene name","homologs"
"1061","loculatus_homolog_ensembl_peptide","Spotted gar protein or transcript stable ID","homologs"
"1062","loculatus_homolog_chromosome","Spotted gar chromosome/scaffold name","homologs"
"1063","loculatus_homolog_chrom_start","Spotted gar chromosome/scaffold start (bp)","homologs"
"1064","loculatus_homolog_chrom_end","Spotted gar chromosome/scaffold end (bp)","homologs"
"1065","loculatus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1066","loculatus_homolog_subtype","Last common ancestor with Spotted gar","homologs"
"1067","loculatus_homolog_orthology_type","Spotted gar homology type","homologs"
"1068","loculatus_homolog_perc_id","%id. target Spotted gar gene identical to query gene","homologs"
"1069","loculatus_homolog_perc_id_r1","%id. query gene identical to target Spotted gar gene","homologs"
"1070","loculatus_homolog_goc_score","Spotted gar Gene-order conservation score","homologs"
"1071","loculatus_homolog_wga_coverage","Spotted gar Whole-genome alignment coverage","homologs"
"1072","loculatus_homolog_dn","dN with Spotted gar","homologs"
"1073","loculatus_homolog_ds","dS with Spotted gar","homologs"
"1074","loculatus_homolog_orthology_confidence","Spotted gar orthology confidence [0 low, 1 high]","homologs"
"1075","itridecemlineatus_homolog_ensembl_gene","Squirrel gene stable ID","homologs"
"1076","itridecemlineatus_homolog_associated_gene_name","Squirrel associated gene name","homologs"
"1077","itridecemlineatus_homolog_ensembl_peptide","Squirrel protein or transcript stable ID","homologs"
"1078","itridecemlineatus_homolog_chromosome","Squirrel chromosome/scaffold name","homologs"
"1079","itridecemlineatus_homolog_chrom_start","Squirrel chromosome/scaffold start (bp)","homologs"
"1080","itridecemlineatus_homolog_chrom_end","Squirrel chromosome/scaffold end (bp)","homologs"
"1081","itridecemlineatus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1082","itridecemlineatus_homolog_subtype","Last common ancestor with Squirrel","homologs"
"1083","itridecemlineatus_homolog_orthology_type","Squirrel homology type","homologs"
"1084","itridecemlineatus_homolog_perc_id","%id. target Squirrel gene identical to query gene","homologs"
"1085","itridecemlineatus_homolog_perc_id_r1","%id. query gene identical to target Squirrel gene","homologs"
"1086","itridecemlineatus_homolog_goc_score","Squirrel Gene-order conservation score","homologs"
"1087","itridecemlineatus_homolog_wga_coverage","Squirrel Whole-genome alignment coverage","homologs"
"1088","itridecemlineatus_homolog_dn","dN with Squirrel","homologs"
"1089","itridecemlineatus_homolog_ds","dS with Squirrel","homologs"
"1090","itridecemlineatus_homolog_orthology_confidence","Squirrel orthology confidence [0 low, 1 high]","homologs"
"1091","gaculeatus_homolog_ensembl_gene","Stickleback gene stable ID","homologs"
"1092","gaculeatus_homolog_associated_gene_name","Stickleback associated gene name","homologs"
"1093","gaculeatus_homolog_ensembl_peptide","Stickleback protein or transcript stable ID","homologs"
"1094","gaculeatus_homolog_chromosome","Stickleback chromosome/scaffold name","homologs"
"1095","gaculeatus_homolog_chrom_start","Stickleback chromosome/scaffold start (bp)","homologs"
"1096","gaculeatus_homolog_chrom_end","Stickleback chromosome/scaffold end (bp)","homologs"
"1097","gaculeatus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1098","gaculeatus_homolog_subtype","Last common ancestor with Stickleback","homologs"
"1099","gaculeatus_homolog_orthology_type","Stickleback homology type","homologs"
"1100","gaculeatus_homolog_perc_id","%id. target Stickleback gene identical to query gene","homologs"
"1101","gaculeatus_homolog_perc_id_r1","%id. query gene identical to target Stickleback gene","homologs"
"1102","gaculeatus_homolog_goc_score","Stickleback Gene-order conservation score","homologs"
"1103","gaculeatus_homolog_wga_coverage","Stickleback Whole-genome alignment coverage","homologs"
"1104","gaculeatus_homolog_dn","dN with Stickleback","homologs"
"1105","gaculeatus_homolog_ds","dS with Stickleback","homologs"
"1106","gaculeatus_homolog_orthology_confidence","Stickleback orthology confidence [0 low, 1 high]","homologs"
"1107","tsyrichta_homolog_ensembl_gene","Tarsier gene stable ID","homologs"
"1108","tsyrichta_homolog_associated_gene_name","Tarsier associated gene name","homologs"
"1109","tsyrichta_homolog_ensembl_peptide","Tarsier protein or transcript stable ID","homologs"
"1110","tsyrichta_homolog_chromosome","Tarsier chromosome/scaffold name","homologs"
"1111","tsyrichta_homolog_chrom_start","Tarsier chromosome/scaffold start (bp)","homologs"
"1112","tsyrichta_homolog_chrom_end","Tarsier chromosome/scaffold end (bp)","homologs"
"1113","tsyrichta_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1114","tsyrichta_homolog_subtype","Last common ancestor with Tarsier","homologs"
"1115","tsyrichta_homolog_orthology_type","Tarsier homology type","homologs"
"1116","tsyrichta_homolog_perc_id","%id. target Tarsier gene identical to query gene","homologs"
"1117","tsyrichta_homolog_perc_id_r1","%id. query gene identical to target Tarsier gene","homologs"
"1118","tsyrichta_homolog_goc_score","Tarsier Gene-order conservation score","homologs"
"1119","tsyrichta_homolog_wga_coverage","Tarsier Whole-genome alignment coverage","homologs"
"1120","tsyrichta_homolog_dn","dN with Tarsier","homologs"
"1121","tsyrichta_homolog_ds","dS with Tarsier","homologs"
"1122","tsyrichta_homolog_orthology_confidence","Tarsier orthology confidence [0 low, 1 high]","homologs"
"1123","sharrisii_homolog_ensembl_gene","Tasmanian devil gene stable ID","homologs"
"1124","sharrisii_homolog_associated_gene_name","Tasmanian devil associated gene name","homologs"
"1125","sharrisii_homolog_ensembl_peptide","Tasmanian devil protein or transcript stable ID","homologs"
